Site	Lenght	L/min		Site	Lenght	L/min		Site	Ostron (L/min)	 Musslor (L/min)		Depth grid															
11	8.00	0.0318243		12	6	0.0111242																					
11	10.00	0.0335949		12	6.5	0.0136548																					
11	15.00	0.0380214		12	7	0.0199813																					
11	11.50	0.03492285		12	6	0.01555275																					
11	7.50	0.03138165		12	6	0.01049155																					
11	10.50	0.03403755		12	7	0.01428745																					
11	14.00	0.0371361		12	3	0.018716																					
11	10.00	0.0335949		12	5.5	0.0136548																					
11	10.00	0.0335949		12	5	0.0136548																					
11	10.00	0.0335949		12	2	0.0136548																					
11	7.00	0.030939		12	5	0.0098589																					
11	9.00	0.0327096		12	1	0.0123895																					
11	12.00	0.0353655		12	7	0.0161854																					
11	15.00	0.0380214		12	1.5	0.0199813																					
11	5.00	0.0291684		12	2	0.0073283																					
11	7.00	0.030939		12	5.5	0.0098589																					
11	10.00	0.0335949		12	1.5	0.0136548																					
11	10.00	0.0335949		12	2.5	0.0136548																					
11	8.00	0.0318243		12	3	0.0111242																					
11	10.00	0.0335949		12	6	0.0136548																					
11	10.00	0.0335949		12	5	0.0136548																					
11	8.00	0.0318243		12	5	0.0111242																					
11	5.00	0.0291684		12	8	0.0073283																					
11	13.00	0.0362508		12	5	0.0174507																					
11	9.00	0.0327096		12	4	0.0123895																					
11	7.00	0.030939		12	4.5	0.0098589																					
11	7.00	0.030939		12	2	0.0098589																					
11	6.00	0.0300537		12	4.5	0.0085936																					
11	4.50	0.02872575		12	4	0.00669565																					
11	5.00	0.0291684		12	4.5	0.0073283																					
11	8.00	0.0318243		12	4.5	0.0111242																					
11	8.00	0.0318243		12	6	0.0111242																					
11	7.00	0.030939		12	5	0.0098589																					
11	5.00	0.0291684		12	7	0.0073283																					
11	6.00	0.0300537		12	4	0.0085936																					
11	6.00	0.0300537		12	5.5	0.0085936																					
11	14.00	0.0371361		12	7	0.018716																					
11	4.00	0.0282831		12	5	0.006063																					
11	4.00	0.0282831		12	7	0.006063																					
11	10.00	0.0335949		12	5.5	0.0136548																					
11	6.50	0.03049635		12	6.5	0.00922625																					
11	10.00	0.0335949		12	5	0.0136548																					
11	5.50	0.02961105		12	3	0.00796095																					
11	6.50	0.03049635		12	6	0.00922625																					
11	4.00	0.0282831		12	4.5	0.006063																					
11	11.00	0.0344802		12	5	0.0149201																					
11	11.00	0.0344802		12	4.5	0.0149201																					
11	7.50	0.03138165		12	2.5	0.01049155																					
11	4.50	0.02872575		12	6	0.00669565																					
11	6.00	0.0300537		12	3	0.0085936																					
11	11.00	0.0344802		12	3.5	0.0149201																					
11	6.00	0.0300537		12	6	0.0085936																					
11	15.00	0.0380214		12	4.5	0.0199813																					
11	8.00	0.0318243		12	1	0.0111242																					
11	15.00	0.0380214		12	1	0.0199813																					
11	6.00	0.0300537		13	3	0.0085936																					
11	6.50	0.03049635		13	4	0.00922625																					
11	15.00	0.0380214		13	4	0.0199813																					
11	8.00	0.0318243		13	5	0.0111242																					
11	4.00	0.0282831		13	4	0.006063																					
11	7.00	0.030939		13	2	0.0098589																					
11	14.50	0.03757875		13	4.5	0.01934865																					
11	7.00	0.030939		13	4	0.0098589																					
11	6.00	0.0300537		13	5	0.0085936																					
11	6.00	0.0300537		13	4	0.0085936																					
11	6.00	0.0300537		13	4	0.0085936																					
11	4.50	0.02872575		13	6	0.00669565																					
11	11.00	0.0344802		13	5	0.0149201																					
11	7.00	0.030939		13	6	0.0098589																					
11	5.00	0.0291684		13	6	0.0073283																					
11	14.00	0.0371361		13	5	0.018716																					
11	7.50	0.03138165		13	5	0.01049155																					
11	5.50	0.02961105		13	4	0.00796095																					
11	7.00	0.030939		13	6	0.0098589																					
11	7.50	0.03138165		13	5	0.01049155																					
11	6.50	0.03049635		13	3	0.00922625																					
11	7.00	0.030939		13	4	0.0098589																					
11	5.50	0.02961105		13	3	0.00796095																					
11	11.50	0.03492285		13	6	0.01555275																					
11	9.00	0.0327096		13	6	0.0123895																					
11	7.00	0.030939		13	4	0.0098589																					
11	7.00	0.030939		13	3	0.0098589																					
11	9.00	0.0327096		13	3	0.0123895																					
11	7.00	0.030939		13	3.5	0.0098589																					
11	9.00	0.0327096		13	2	0.0123895																					
11	9.00	0.0327096		13	7	0.0123895																					
11	8.00	0.0318243		13	4.5	0.0111242																					
11	8.00	0.0318243		13	4.5	0.0111242																					
11	6.00	0.0300537		13	4	0.0085936																					
11	6.50	0.03049635		13	4	0.00922625																					
11	3.50	0.02784045		13	4.5	0.00543035																					
11	11.00	0.0344802		13	4	0.0149201																					
11	7.00	0.030939		13	5	0.0098589																					
11	4.50	0.02872575		13	4	0.00669565																					
11	15.00	0.0380214		13	2	0.0199813																					
11	6.00	0.0300537		13	5	0.0085936																					
11	6.50	0.03049635		13	4	0.00922625																					
11	7.00	0.030939		13	5	0.0098589																					
11	9.00	0.0327096		13	5.5	0.0123895																					
11	7.00	0.030939		13	5	0.0098589																					
11	12.00	0.0353655		13	3	0.0161854																					
11	13.50	0.03669345		13	6	0.01808335																					
11	7.00	0.030939		13	4	0.0098589																					
11	4.00	0.0282831		13	4	0.006063																					
11	10.50	0.03403755		13	7	0.01428745																					
11	6.50	0.03049635		13	6	0.00922625																					
11	7.50	0.03138165		13	5.5	0.01049155																					
11	6.00	0.0300537		13	7	0.0085936																					
11	8.00	0.0318243		13	5.5	0.0111242																					
11	7.50	0.03138165		13	2	0.01049155																					
11	7.00	0.030939		13	4	0.0098589																					
11	7.50	0.03138165		13	5	0.01049155																					
11	8.00	0.0318243		13	3.5	0.0111242																					
11	7.50	0.03138165		13	4.5	0.01049155																					
11	11.00	0.0344802		13	5	0.0149201																					
11	7.00	0.030939		13	3.5	0.0098589																					
11	14.00	0.0371361		13	3.5	0.018716																					
11	7.00	0.030939		13	5	0.0098589																					
11	4.50	0.02872575		13	5	0.00669565																					
11	5.00	0.0291684		13	2	0.0073283																					
11	7.00	0.030939		13	2	0.0098589																					
11	7.00	0.030939		13	2.5	0.0098589																					
11	4.50	0.02872575		13	2.5	0.00669565																					
11	4.50	0.02872575		13	4	0.00669565																					
11	11.00	0.0344802		13	4.5	0.0149201																					
11	5.00	0.0291684		13	4	0.0073283																					
11	11.70	0.03509991		13	6.5	0.01580581																					
11	7.00	0.030939		13	5	0.0098589																					
11	5.00	0.0291684		13	3	0.0073283																					
11	5.00	0.0291684		13	4	0.0073283																					
11	4.50	0.02872575		13	6	0.00669565																					
12	4.00	0.0282831		13	4.5	0.006063																					
12	14.00	0.0371361		13	4	0.018716																					
12	22.00	0.0442185		13	6	0.0288384																					
12	9.00	0.0327096		13	4.5	0.0123895																					
12	8.50	0.03226695		13	5	0.01175685																					
12	14.00	0.0371361		13	6	0.018716																					
12	8.00	0.0318243		13	3.5	0.0111242																					
12	5.00	0.0291684		13	4	0.0073283																					
12	9.00	0.0327096		13	4.5	0.0123895																					
12	6.00	0.0300537		13	3	0.0085936																					
12	6.50	0.03049635		13	4	0.00922625																					
12	7.00	0.030939		13	4	0.0098589																					
12	10.50	0.03403755		13	6.5	0.01428745																					
12	12.00	0.0353655		13	5	0.0161854																					
12	6.00	0.0300537		13	4	0.0085936																					
12	9.50	0.03315225		13	5	0.01302215																					
12	14.00	0.0371361		13	3	0.018716																					
12	13.00	0.0362508		13	6	0.0174507																					
12	6.00	0.0300537		13	3	0.0085936																					
12	5.50	0.02961105		13	3.5	0.00796095																					
12	6.00	0.0300537		13	6	0.0085936																					
12	5.50	0.02961105		13	4	0.00796095																					
12	8.50	0.03226695		13	5	0.01175685																					
12	9.00	0.0327096		13	5	0.0123895																					
12	7.00	0.030939		13	5	0.0098589																					
12	6.50	0.03049635		13	4	0.00922625																					
12	5.00	0.0291684		13	2	0.0073283																					
12	6.50	0.03049635		13	5	0.00922625																					
12	11.50	0.03492285		13	4.5	0.01555275																					
12	7.00	0.030939		13	6.5	0.0098589																					
12	8.00	0.0318243		13	2	0.0111242																					
12	14.00	0.0371361		13	4	0.018716																					
12	8.00	0.0318243		13	2	0.0111242																					
12	7.50	0.03138165		13	1.5	0.01049155																					
12	6.00	0.0300537		13	7.5	0.0085936																					
12	7.00	0.030939		13	4.5	0.0098589																					
12	5.00	0.0291684		13	3.5	0.0073283																					
12	8.00	0.0318243		13	3.5	0.0111242																					
12	7.50	0.03138165		13	4	0.01049155																					
12	7.00	0.030939		13	5	0.0098589																					
12	7.00	0.030939		13	5.5	0.0098589																					
12	7.00	0.030939		13	5	0.0098589																					
12	4.00	0.0282831		13	5	0.006063																					
12	8.00	0.0318243		13	4	0.0111242																					
12	17.00	0.039792		13	4	0.0225119																					
12	3.50	0.02784045		13	5.5	0.00543035																					
12	6.00	0.0300537		13	6	0.0085936																					
12	4.50	0.02872575		13	5	0.00669565																					
12	7.00	0.030939		13	4.5	0.0098589																					
13	10.00	0.0335949		13	5	0.0136548																					
13	9.00	0.0327096		13	5	0.0123895																					
13	11.00	0.0344802		13	6.5	0.0149201																					
13	12.00	0.0353655		13	5	0.0161854																					
13	9.00	0.0327096		13	5.5	0.0123895																					
13	9.00	0.0327096		13	7	0.0123895																					
13	8.00	0.0318243		13	3	0.0111242																					
13	9.00	0.0327096		13	2	0.0123895																					
13	10.00	0.0335949		13	1	0.0136548																					
13	10.00	0.0335949		13	1	0.0136548																					
13	13.00	0.0362508		13	1	0.0174507																					
13	10.00	0.0335949		13	1	0.0136548																					
13	8.00	0.0318243		13	6	0.0111242																					
13	8.00	0.0318243		13	5.5	0.0111242																					
13	5.00	0.0291684		13	4	0.0073283																					
13	8.00	0.0318243		13	2	0.0111242																					
13	17.00	0.039792		13	5	0.0225119																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	10.00	0.0335949		13	6.5	0.0136548																					
13	10.00	0.0335949		13	3	0.0136548																					
13	9.00	0.0327096		13	5	0.0123895																					
13	5.00	0.0291684		13	3.5	0.0073283																					
13	11.00	0.0344802		13	5	0.0149201																					
13	15.00	0.0380214		13	5	0.0199813																					
13	9.00	0.0327096		13	7.5	0.0123895																					
13	4.00	0.0282831		13	3.5	0.006063																					
13	12.00	0.0353655		13	5	0.0161854																					
13	9.00	0.0327096		13	4.5	0.0123895																					
13	4.00	0.0282831		13	2	0.006063																					
13	14.00	0.0371361		13	5	0.018716																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	11.00	0.0344802		13	3	0.0149201																					
13	5.00	0.0291684		13	2.5	0.0073283																					
13	14.00	0.0371361		13	5.5	0.018716																					
13	6.00	0.0300537		13	4	0.0085936																					
13	13.00	0.0362508		13	8	0.0174507																					
13	3.00	0.0273978		13	5.5	0.0047977																					
13	14.00	0.0371361		13	6	0.018716																					
13	9.00	0.0327096		13	6	0.0123895																					
13	11.00	0.0344802		13	1	0.0149201																					
13	7.00	0.030939		13	1	0.0098589																					
13	8.00	0.0318243		13	1	0.0111242																					
13	8.00	0.0318243		13	1	0.0111242																					
13	11.00	0.0344802		13	3	0.0149201																					
13	5.00	0.0291684		13	5.5	0.0073283																					
13	6.00	0.0300537		13	5	0.0085936																					
13	10.00	0.0335949		13	7	0.0136548																					
13	10.00	0.0335949		13	7	0.0136548																					
13	13.00	0.0362508		13	6	0.0174507																					
13	7.00	0.030939		13	5.5	0.0098589																					
13	7.00	0.030939		13	7	0.0098589																					
13	8.00	0.0318243		13	1	0.0111242																					
13	11.00	0.0344802		13	6	0.0149201																					
13	15.00	0.0380214		13	2.5	0.0199813																					
13	14.00	0.0371361		13	4.5	0.018716																					
13	14.00	0.0371361		13	5	0.018716																					
13	10.00	0.0335949		13	7	0.0136548																					
13	10.00	0.0335949		13	5	0.0136548																					
13	6.00	0.0300537		13	2	0.0085936																					
13	8.00	0.0318243		13	5	0.0111242																					
13	14.00	0.0371361		13	5.5	0.018716																					
13	9.50	0.03315225		13	3	0.01302215																					
13	6.00	0.0300537		13	5	0.0085936																					
13	7.50	0.03138165		13	5.5	0.01049155																					
13	10.00	0.0335949		13	5	0.0136548																					
13	12.00	0.0353655		13	7	0.0161854																					
13	12.00	0.0353655		13	4.5	0.0161854																					
13	8.00	0.0318243		13	5	0.0111242																					
13	11.00	0.0344802		13	6	0.0149201																					
13	8.00	0.0318243		13	6.5	0.0111242																					
13	12.00	0.0353655		13	7	0.0161854																					
13	13.00	0.0362508		13	5	0.0174507																					
13	6.00	0.0300537		13	5	0.0085936																					
13	5.00	0.0291684		13	4.5	0.0073283																					
13	8.50	0.03226695		13	5	0.01175685																					
13	7.00	0.030939		13	5.5	0.0098589																					
13	6.00	0.0300537		13	2	0.0085936																					
13	13.00	0.0362508		13	2	0.0174507																					
13	7.00	0.030939		13	7	0.0098589																					
13	7.00	0.030939		13	4	0.0098589																					
13	6.00	0.0300537		13	4.5	0.0085936																					
13	8.00	0.0318243		13	5.5	0.0111242																					
13	5.00	0.0291684		13	5	0.0073283																					
13	4.00	0.0282831		13	6	0.006063																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	8.50	0.03226695		13	5	0.01175685																					
13	7.00	0.030939		13	3	0.0098589																					
13	7.50	0.03138165		13	5	0.01049155																					
13	9.00	0.0327096		13	2	0.0123895																					
13	14.00	0.0371361		13	4	0.018716																					
13	7.50	0.03138165		13	3.5	0.01049155																					
13	7.00	0.030939		13	3	0.0098589																					
13	5.50	0.02961105		13	5	0.00796095																					
13	8.00	0.0318243		13	3	0.0111242																					
13	4.00	0.0282831		13	4	0.006063																					
13	7.00	0.030939		13	3.5	0.0098589																					
13	9.50	0.03315225		13	1	0.01302215																					
13	7.00	0.030939		13	6	0.0098589																					
13	4.50	0.02872575		13	6	0.00669565																					
13	5.50	0.02961105		13	6	0.00796095																					
13	10.00	0.0335949		13	6	0.0136548																					
13	7.50	0.03138165		13	5	0.01049155																					
13	7.00	0.030939		13	5	0.0098589																					
13	5.50	0.02961105		13	4	0.00796095																					
13	12.00	0.0353655		13	2.5	0.0161854																					
13	8.00	0.0318243		13	3	0.0111242																					
13	11.00	0.0344802		13	5	0.0149201																					
13	9.00	0.0327096		13	6	0.0123895																					
13	7.50	0.03138165		13	3	0.01049155																					
13	7.50	0.03138165		13	7	0.01049155																					
13	11.00	0.0344802		13	6.5	0.0149201																					
13	6.00	0.0300537		13	5	0.0085936																					
13	6.00	0.0300537		13	5	0.0085936																					
13	11.00	0.0344802		13	3	0.0149201																					
13	8.00	0.0318243		13	3	0.0111242																					
13	9.00	0.0327096		13	4.5	0.0123895																					
13	4.00	0.0282831		13	5	0.006063																					
13	14.00	0.0371361		13	2.5	0.018716																					
13	8.50	0.03226695		13	8.5	0.01175685																					
13	9.50	0.03315225		13	8	0.01302215																					
13	7.50	0.03138165		13	8.5	0.01049155																					
13	10.00	0.0335949		13	8	0.0136548																					
13	4.00	0.0282831		13	7.5	0.006063																					
13	10.00	0.0335949		13	7.5	0.0136548																					
13	9.50	0.03315225		13	6	0.01302215																					
13	14.00	0.0371361		13	8	0.018716																					
13	10.50	0.03403755		13	8	0.01428745																					
13	10.50	0.03403755		13	6	0.01428745																					
13	8.00	0.0318243		13	6	0.0111242																					
13	7.50	0.03138165		13	5	0.01049155																					
13	9.00	0.0327096		13	5.5	0.0123895																					
13	10.50	0.03403755		13	7	0.01428745																					
13	9.00	0.0327096		13	7	0.0123895																					
13	10.00	0.0335949		13	6.5	0.0136548																					
13	13.00	0.0362508		13	6.5	0.0174507																					
13	13.00	0.0362508		13	9	0.0174507																					
13	10.00	0.0335949		13	3.5	0.0136548																					
13	7.00	0.030939		13	6.5	0.0098589																					
13	6.50	0.03049635		13	8	0.00922625																					
13	7.00	0.030939		13	8	0.0098589																					
13	9.00	0.0327096		13	6.5	0.0123895																					
13	8.00	0.0318243		13	8	0.0111242																					
13	16.00	0.0389067		13	7	0.0212466																					
13	10.00	0.0335949		13	8	0.0136548																					
13	8.00	0.0318243		13	8.5	0.0111242																					
13	7.00	0.030939		13	8	0.0098589																					
13	6.00	0.0300537		13	3	0.0085936																					
13	4.50	0.02872575		13	5	0.00669565																					
13	6.00	0.0300537		13	6	0.0085936																					
13	14.00	0.0371361		13	9	0.018716																					
13	10.00	0.0335949		13	6.5	0.0136548																					
13	14.00	0.0371361		13	6	0.018716																					
13	7.50	0.03138165		13	2	0.01049155																					
13	14.00	0.0371361		13	1.5	0.018716																					
13	11.00	0.0344802		13	3	0.0149201																					
13	12.00	0.0353655		13	4	0.0161854																					
13	5.00	0.0291684		13	5.5	0.0073283																					
13	13.00	0.0362508		13	7.5	0.0174507																					
13	10.50	0.03403755		13	7.5	0.01428745																					
13	5.00	0.0291684		13	5.5	0.0073283																					
13	9.00	0.0327096		13	7	0.0123895																					
13	5.00	0.0291684		13	6	0.0073283																					
13	10.00	0.0335949		13	5	0.0136548																					
13	14.00	0.0371361		13	6	0.018716																					
13	13.00	0.0362508		13	5	0.0174507																					
13	5.00	0.0291684		13	4	0.0073283																					
13	15.00	0.0380214		13	7	0.0199813																					
13	11.00	0.0344802		13	6	0.0149201																					
13	9.00	0.0327096		13	8	0.0123895																					
13	8.00	0.0318243		13	6.5	0.0111242																					
13	11.50	0.03492285		13	8	0.01555275																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	14.00	0.0371361		13	6.5	0.018716																					
13	4.50	0.02872575		13	3	0.00669565																					
13	8.00	0.0318243		13	6	0.0111242																					
13	12.00	0.0353655		13	7	0.0161854																					
13	10.00	0.0335949		13	7	0.0136548																					
13	9.00	0.0327096		13	5.5	0.0123895																					
13	10.00	0.0335949		13	7	0.0136548																					
13	15.00	0.0380214		13	5	0.0199813																					
13	10.00	0.0335949		13	6	0.0136548																					
13	6.50	0.03049635		13	6.5	0.00922625																					
13	3.50	0.02784045		13	6	0.00543035																					
13	10.50	0.03403755		13	6.5	0.01428745																					
13	6.00	0.0300537		13	7	0.0085936																					
13	10.00	0.0335949		13	5	0.0136548																					
13	5.00	0.0291684		13	5	0.0073283																					
13	7.50	0.03138165		13	6	0.01049155																					
13	11.00	0.0344802		13	6.5	0.0149201																					
13	6.00	0.0300537		13	7.5	0.0085936																					
13	11.50	0.03492285		13	7	0.01555275																					
13	5.50	0.02961105		13	5	0.00796095																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	12.00	0.0353655		13	3	0.0161854																					
13	9.00	0.0327096		13	3	0.0123895																					
13	4.50	0.02872575		13	3.5	0.00669565																					
13	5.00	0.0291684		13	1	0.0073283																					
13	4.50	0.02872575		13	3	0.00669565																					
13	4.50	0.02872575		13	5	0.00669565																					
13	3.00	0.0273978		13	3	0.0047977																					
13	13.00	0.0362508		13	7	0.0174507																					
13	8.00	0.0318243		13	5	0.0111242																					
13	7.00	0.030939		13	6	0.0098589																					
13	7.00	0.030939		13	8.5	0.0098589																					
13	8.00	0.0318243		13	4	0.0111242																					
13	14.00	0.0371361		13	5.5	0.018716																					
13	9.00	0.0327096		13	4	0.0123895																					
13	9.00	0.0327096		13	4	0.0123895																					
13	10.00	0.0335949		13	4.5	0.0136548																					
13	16.00	0.0389067		13	4	0.0212466																					
13	11.00	0.0344802		13	5.5	0.0149201																					
13	8.00	0.0318243		13	4	0.0111242																					
13	8.00	0.0318243		13	5	0.0111242																					
13	10.50	0.03403755		13	6	0.01428745																					
13	5.00	0.0291684		13	5	0.0073283																					
13	10.00	0.0335949		13	6	0.0136548																					
13	8.00	0.0318243		13	4.5	0.0111242																					
13	5.00	0.0291684		13	6	0.0073283																					
13	12.00	0.0353655		13	4	0.0161854																					
13	13.00	0.0362508		13	3.5	0.0174507																					
13	18.00	0.0406773		13	5.5	0.0237772																					
13	10.50	0.03403755		13	5	0.01428745																					
13	4.00	0.0282831		13	6	0.006063																					
13	9.00	0.0327096		13	7.5	0.0123895																					
13	14.00	0.0371361		13	7	0.018716																					
13	7.00	0.030939		13	3.5	0.0098589																					
13	12.50	0.03580815		13	4	0.01681805																					
13	17.00	0.039792		13	3	0.0225119																					
13	13.00	0.0362508		13	1	0.0174507																					
13	11.00	0.0344802		13	4	0.0149201																					
13	12.00	0.0353655		13	3.5	0.0161854																					
13	7.50	0.03138165		13	6	0.01049155																					
13	5.00	0.0291684		13	6.5	0.0073283																					
13	10.00	0.0335949		13	5	0.0136548																					
13	10.00	0.0335949		13	6.5	0.0136548																					
13	7.50	0.03138165		13	6.5	0.01049155																					
13	11.00	0.0344802		13	6.5	0.0149201																					
13	13.00	0.0362508		13	5	0.0174507																					
13	8.50	0.03226695		13	6	0.01175685																					
13	20.00	0.0424479		13	1.5	0.0263078																					
13	17.00	0.039792		13	3.5	0.0225119																					
13	15.00	0.0380214		13	4.5	0.0199813																					
13	14.00	0.0371361		13	5	0.018716																					
13	9.00	0.0327096		13	6	0.0123895																					
13	9.00	0.0327096		13	7	0.0123895																					
13	16.00	0.0389067		13	6	0.0212466																					
13	7.00	0.030939		13	5	0.0098589																					
13	11.00	0.0344802		13	7	0.0149201																					
13	11.00	0.0344802		13	4	0.0149201																					
13	5.00	0.0291684		13	4	0.0073283																					
13	4.00	0.0282831		13	7	0.006063																					
13	9.00	0.0327096		13	6	0.0123895																					
13	9.00	0.0327096		13	6	0.0123895																					
13	14.50	0.03757875		13	6	0.01934865																					
13	15.00	0.0380214		13	8	0.0199813																					
13	8.50	0.03226695		13	5	0.01175685																					
13	11.00	0.0344802		13	5	0.0149201																					
13	5.00	0.0291684		13	4	0.0073283																					
13	14.00	0.0371361		13	5.5	0.018716																					
13	20.00	0.0424479		13	7	0.0263078																					
13	7.00	0.030939		13	5.5	0.0098589																					
13	5.00	0.0291684		13	6	0.0073283																					
13	9.00	0.0327096		13	6	0.0123895																					
13	13.00	0.0362508		13	7	0.0174507																					
13	7.00	0.030939		13	4.5	0.0098589																					
13	15.00	0.0380214		13	7.5	0.0199813																					
13	16.50	0.03934935		13	7	0.02187925																					
13	13.50	0.03669345		13	6	0.01808335																					
13	9.00	0.0327096		13	6	0.0123895																					
13	10.00	0.0335949		13	3	0.0136548																					
13	7.50	0.03138165		13	5	0.01049155																					
13	6.00	0.0300537		13	6	0.0085936																					
13	7.00	0.030939		13	4.5	0.0098589																					
13	6.00	0.0300537		13	7	0.0085936																					
13	9.50	0.03315225		13	4	0.01302215																					
13	7.00	0.030939		13	3	0.0098589																					
13	5.00	0.0291684		13	3	0.0073283																					
13	12.00	0.0353655		13	3.5	0.0161854																					
13	6.00	0.0300537		13	7	0.0085936																					
13	12.00	0.0353655		13	7.5	0.0161854																					
13	6.50	0.03049635		13	4	0.00922625																					
13	11.00	0.0344802		13	2	0.0149201																					
13	7.50	0.03138165		13	4	0.01049155																					
13	11.00	0.0344802		13	6	0.0149201																					
13	7.50	0.03138165		13	6	0.01049155																					
13	10.00	0.0335949		13	7	0.0136548																					
13	9.50	0.03315225		13	7	0.01302215																					
13	5.00	0.0291684		13	5	0.0073283																					
13	11.50	0.03492285		13	6	0.01555275																					
13	12.00	0.0353655		13	6.5	0.0161854																					
13	10.00	0.0335949		13	5.5	0.0136548																					
13	10.00	0.0335949		13	6.5	0.0136548																					
13	12.00	0.0353655		13	4	0.0161854																					
13	12.00	0.0353655		13	7.5	0.0161854																					
13	13.00	0.0362508		13	6.5	0.0174507																					
13	10.00	0.0335949		13	6	0.0136548																					
13	10.00	0.0335949		13	5	0.0136548																					
13	13.00	0.0362508		13	7	0.0174507																					
13	10.00	0.0335949		13	4	0.0136548																					
13	10.00	0.0335949		13	5	0.0136548																					
13	13.50	0.03669345		13	6	0.01808335																					
13	5.50	0.02961105		13	5	0.00796095																					
13	11.00	0.0344802		13	8	0.0149201																					
13	10.00	0.0335949		13	3	0.0136548																					
13	11.00	0.0344802		13	3	0.0149201																					
13	8.00	0.0318243		13	6.5	0.0111242																					
13	16.50	0.03934935		13	2	0.02187925																					
13	8.00	0.0318243		13	4.5	0.0111242																					
13	12.50	0.03580815		13	5	0.01681805																					
13	12.00	0.0353655		13	8	0.0161854																					
13	17.00	0.039792		13	5.5	0.0225119																					
13	6.00	0.0300537		13	3.5	0.0085936																					
13	8.50	0.03226695		13	6.5	0.01175685																					
13	12.00	0.0353655		13	8	0.0161854																					
13	12.00	0.0353655		13	6	0.0161854																					
13	8.00	0.0318243		13	3	0.0111242																					
13	11.00	0.0344802		13	5.5	0.0149201																					
13	6.00	0.0300537		13	7	0.0085936																					
13	16.50	0.03934935		13	6	0.02187925																					
13	6.00	0.0300537		13	5.5	0.0085936																					
13	13.00	0.0362508		13	7	0.0174507																					
13	9.50	0.03315225		13	7	0.01302215																					
13	12.00	0.0353655		13	6.5	0.0161854																					
13	19.00	0.0415626		13	6	0.0250425																					
13	15.00	0.0380214		13	4	0.0199813																					
13	8.00	0.0318243		13	5	0.0111242																					
13	12.00	0.0353655		13	5	0.0161854																					
13	17.50	0.04023465		13	7	0.02314455																					
13	16.00	0.0389067		13	5.5	0.0212466																					
13	6.50	0.03049635		13	4	0.00922625																					
13	12.50	0.03580815		13	5	0.01681805																					
13	7.00	0.030939		13	5.5	0.0098589																					
13	8.00	0.0318243		13	6	0.0111242																					
13	14.00	0.0371361		13	6.5	0.018716																					
13	10.50	0.03403755		13	6	0.01428745																					
13	11.00	0.0344802		13	5.5	0.0149201																					
13	15.00	0.0380214		13	7.5	0.0199813																					
13	11.00	0.0344802		13	4	0.0149201																					
13	13.00	0.0362508		13	7	0.0174507																					
13	13.00	0.0362508		13	3.5	0.0174507																					
13	14.00	0.0371361		13	6	0.018716																					
13	7.00	0.030939		13	6	0.0098589																					
13	17.00	0.039792		13	6.5	0.0225119																					
13	15.00	0.0380214		13	4	0.0199813																					
13	15.00	0.0380214		13	5	0.0199813																					
13	17.00	0.039792		13	4	0.0225119																					
13	10.00	0.0335949		13	4.5	0.0136548																					
13	7.00	0.030939		13	4	0.0098589																					
13	5.00	0.0291684		13	4	0.0073283																					
13	10.00	0.0335949		13	5	0.0136548																					
13	10.00	0.0335949		13	8	0.0136548																					
13	11.00	0.0344802		13	2.5	0.0149201																					
13	6.00	0.0300537		13	4.5	0.0085936																					
13	15.00	0.0380214		13	6	0.0199813																					
13	15.00	0.0380214		13	5.5	0.0199813																					
13	14.00	0.0371361		13	3	0.018716																					
13	15.00	0.0380214		13	4	0.0199813																					
13	14.00	0.0371361		13	5	0.018716																					
13	10.00	0.0335949		13	3	0.0136548																					
13	13.00	0.0362508		13	3.5	0.0174507																					
13	8.00	0.0318243		13	4.5	0.0111242																					
13	13.00	0.0362508		13	6	0.0174507																					
13	7.00	0.030939		13	5	0.0098589																					
13	8.00	0.0318243		13	3.5	0.0111242																					
13	15.00	0.0380214		13	4.5	0.0199813																					
13	14.00	0.0371361		13	3.5	0.018716																					
13	15.00	0.0380214		13	3.5	0.0199813																					
13	8.00	0.0318243		13	3	0.0111242																					
13	10.00	0.0335949		13	7.5	0.0136548																					
13	14.50	0.03757875		13	2	0.01934865																					
13	14.00	0.0371361		13	1.5	0.018716																					
13	7.00	0.030939		13	5	0.0098589																					
13	8.00	0.0318243		13	9	0.0111242																					
13	12.00	0.0353655		13	5	0.0161854																					
13	5.00	0.0291684		13	4	0.0073283																					
13	11.00	0.0344802		14	2	0.0149201																					
13	7.00	0.030939		14	2.5	0.0098589																					
13	10.00	0.0335949		14	5.5	0.0136548																					
13	13.00	0.0362508		14	7.5	0.0174507																					
13	6.00	0.0300537		14	5	0.0085936																					
13	14.00	0.0371361		14	7	0.018716																					
13	15.50	0.03846405		14	5.5	0.02061395																					
13	14.00	0.0371361		14	5	0.018716																					
13	11.00	0.0344802		14	5.5	0.0149201																					
13	6.00	0.0300537		14	4.5	0.0085936																					
13	13.00	0.0362508		14	5	0.0174507																					
13	11.00	0.0344802		14	5.5	0.0149201																					
13	15.00	0.0380214		14	4.5	0.0199813																					
13	14.00	0.0371361		14	6	0.018716																					
13	11.00	0.0344802		14	6.5	0.0149201																					
13	13.00	0.0362508		14	6.5	0.0174507																					
