Site	Lenght	L/min		Site	Lenght	L/min		Site	Ostron (L/min)	 Musslor (L/min)		Depth grid															
13	15.00	0.0380214		14	6	0.0199813																					
13	9.00	0.0327096		14	4	0.0123895																					
13	12.00	0.0353655		14	4	0.0161854																					
13	8.00	0.0318243		14	6	0.0111242																					
13	9.00	0.0327096		14	1	0.0123895																					
13	6.50	0.03049635		14	6.5	0.00922625																					
13	13.00	0.0362508		14	6.5	0.0174507																					
13	13.50	0.03669345		14	4.5	0.01808335																					
13	14.00	0.0371361		14	2	0.018716																					
13	7.00	0.030939		14	2	0.0098589																					
13	7.50	0.03138165		14	6	0.01049155																					
13	7.00	0.030939		14	5	0.0098589																					
13	8.50	0.03226695		14	5.5	0.01175685																					
13	12.00	0.0353655		14	6.5	0.0161854																					
13	14.00	0.0371361		14	6	0.018716																					
13	8.00	0.0318243		14	4.5	0.0111242																					
13	13.50	0.03669345		14	2	0.01808335																					
13	9.00	0.0327096		14	2	0.0123895																					
13	13.00	0.0362508		14	5.5	0.0174507																					
13	9.00	0.0327096		14	2.5	0.0123895																					
13	12.00	0.0353655		14	6	0.0161854																					
13	15.00	0.0380214		14	3.5	0.0199813																					
13	17.50	0.04023465		14	6	0.02314455																					
13	13.00	0.0362508		14	7.5	0.0174507																					
13	11.00	0.0344802		14	5	0.0149201																					
13	15.00	0.0380214		14	2	0.0199813																					
13	14.00	0.0371361		14	3	0.018716																					
13	13.00	0.0362508		14	5.5	0.0174507																					
13	12.00	0.0353655		14	6.5	0.0161854																					
13	13.00	0.0362508		14	4.5	0.0174507																					
13	14.00	0.0371361		14	3	0.018716																					
13	13.00	0.0362508		14	4	0.0174507																					
13	14.00	0.0371361		14	4	0.018716																					
13	4.00	0.0282831		14	3	0.006063																					
13	11.00	0.0344802		14	1	0.0149201																					
13	12.00	0.0353655		14	2	0.0161854																					
13	9.00	0.0327096		14	7	0.0123895																					
13	8.00	0.0318243		14	2.5	0.0111242																					
13	16.00	0.0389067		14	4.5	0.0212466																					
13	7.00	0.030939		14	4.5	0.0098589																					
13	15.00	0.0380214		14	5	0.0199813																					
13	11.50	0.03492285		14	6	0.01555275																					
13	10.00	0.0335949		14	8	0.0136548																					
13	5.50	0.02961105		14	6.5	0.00796095																					
13	14.50	0.03757875		14	3.5	0.01934865																					
13	18.00	0.0406773		14	5	0.0237772																					
13	17.50	0.04023465		14	3	0.02314455																					
13	9.50	0.03315225		14	6	0.01302215																					
13	13.00	0.0362508		14	5	0.0174507																					
13	5.00	0.0291684		14	4.5	0.0073283																					
13	7.00	0.030939		14	4.5	0.0098589																					
13	11.00	0.0344802		14	6.5	0.0149201																					
13	9.00	0.0327096		14	4	0.0123895																					
13	8.00	0.0318243		14	4	0.0111242																					
13	23.50	0.04554645		14	4	0.03073635																					
13	9.00	0.0327096		14	4	0.0123895																					
13	11.00	0.0344802		14	6	0.0149201																					
13	15.50	0.03846405		14	3.5	0.02061395																					
13	15.00	0.0380214		14	5.5	0.0199813																					
13	8.50	0.03226695		14	2	0.01175685																					
13	19.00	0.0415626		14	4	0.0250425																					
13	12.00	0.0353655		14	3.5	0.0161854																					
13	7.00	0.030939		14	3	0.0098589																					
13	15.00	0.0380214		14	3	0.0199813																					
13	8.00	0.0318243		14	4	0.0111242																					
13	10.00	0.0335949		14	5	0.0136548																					
13	19.50	0.04200525		14	4	0.02567515																					
13	15.00	0.0380214		14	4	0.0199813																					
13	10.50	0.03403755		14	5	0.01428745																					
13	10.00	0.0335949		14	5.5	0.0136548																					
13	12.00	0.0353655		14	5.5	0.0161854																					
13	9.00	0.0327096		14	6	0.0123895																					
13	15.00	0.0380214		14	5	0.0199813																					
13	11.00	0.0344802		14	4	0.0149201																					
13	10.00	0.0335949		14	4	0.0136548																					
13	13.00	0.0362508		14	4	0.0174507																					
13	6.00	0.0300537		14	4.5	0.0085936																					
13	12.00	0.0353655		14	2	0.0161854																					
13	12.00	0.0353655		14	1.5	0.0161854																					
13	14.00	0.0371361		14	4	0.018716																					
13	7.00	0.030939		14	4	0.0098589																					
13	17.00	0.039792		14	3.5	0.0225119																					
13	7.50	0.03138165		14	3.5	0.01049155																					
13	11.00	0.0344802		14	3	0.0149201																					
13	10.00	0.0335949		14	1.5	0.0136548																					
13	5.00	0.0291684		14	5.5	0.0073283																					
13	8.00	0.0318243		14	5	0.0111242																					
13	15.00	0.0380214		14	3	0.0199813																					
13	10.00	0.0335949		14	4	0.0136548																					
13	14.00	0.0371361		14	3	0.018716																					
13	4.00	0.0282831		14	5	0.006063																					
13	17.50	0.04023465		14	5	0.02314455																					
13	13.00	0.0362508		14	5	0.0174507																					
13	13.50	0.03669345		14	4.5	0.01808335																					
13	13.50	0.03669345		14	4.5	0.01808335																					
13	6.00	0.0300537		14	4	0.0085936																					
13	13.00	0.0362508		14	6	0.0174507																					
13	9.00	0.0327096		14	6.5	0.0123895																					
13	16.50	0.03934935		14	6	0.02187925																					
13	12.00	0.0353655		14	6	0.0161854																					
13	8.00	0.0318243		14	3	0.0111242																					
13	9.50	0.03315225		14	3.5	0.01302215																					
13	8.00	0.0318243		14	4	0.0111242																					
13	8.50	0.03226695		14	3	0.01175685																					
13	7.50	0.03138165		14	1	0.01049155																					
13	13.50	0.03669345		14	2	0.01808335																					
13	11.00	0.0344802		14	5.5	0.0149201																					
13	9.00	0.0327096		14	4	0.0123895																					
13	15.00	0.0380214		14	5	0.0199813																					
13	5.50	0.02961105		14	6	0.00796095																					
13	14.00	0.0371361		14	3	0.018716																					
13	11.50	0.03492285		14	6	0.01555275																					
13	10.00	0.0335949		14	3	0.0136548																					
13	8.00	0.0318243		14	3.5	0.0111242																					
13	13.00	0.0362508		14	5.5	0.0174507																					
13	12.50	0.03580815		14	2	0.01681805																					
13	5.00	0.0291684		14	3.5	0.0073283																					
13	8.00	0.0318243		14	5.5	0.0111242																					
13	5.00	0.0291684		14	6	0.0073283																					
13	6.00	0.0300537		14	4.5	0.0085936																					
13	11.00	0.0344802		14	4	0.0149201																					
13	6.00	0.0300537		14	2	0.0085936																					
13	7.00	0.030939		14	5	0.0098589																					
13	9.00	0.0327096		14	5	0.0123895																					
13	8.00	0.0318243		14	1	0.0111242																					
13	17.00	0.039792		14	1	0.0225119																					
13	15.00	0.0380214		14	2	0.0199813																					
13	9.00	0.0327096		14	2	0.0123895																					
13	4.50	0.02872575		14	1	0.00669565																					
13	9.00	0.0327096		14	1	0.0123895																					
13	5.00	0.0291684		14	5.5	0.0073283																					
13	6.00	0.0300537		14	2	0.0085936																					
13	13.00	0.0362508		14	4.5	0.0174507																					
13	8.00	0.0318243		14	4.5	0.0111242																					
13	7.00	0.030939		14	4	0.0098589																					
13	5.50	0.02961105		14	4.5	0.00796095																					
13	10.00	0.0335949		14	3.5	0.0136548																					
13	13.50	0.03669345		14	3.5	0.01808335																					
13	6.00	0.0300537		14	5	0.0085936																					
13	8.00	0.0318243		14	5	0.0111242																					
13	7.00	0.030939		14	4	0.0098589																					
13	6.50	0.03049635		16	2	0.00922625																					
13	4.00	0.0282831		16	3	0.006063																					
13	7.50	0.03138165		16	3.5	0.01049155																					
13	14.00	0.0371361		16	2.5	0.018716																					
13	14.00	0.0371361		16	3	0.018716																					
13	4.00	0.0282831		17	3.5	0.006063																					
13	4.50	0.02872575		17	5	0.00669565																					
13	9.00	0.0327096		17	2	0.0123895																					
13	3.50	0.02784045		17	2.5	0.00543035																					
13	8.00	0.0318243		17	5.5	0.0111242																					
13	7.00	0.030939		17	5.5	0.0098589																					
13	6.00	0.0300537		17	5	0.0085936																					
13	7.50	0.03138165		17	3	0.01049155																					
13	7.00	0.030939		17	5.5	0.0098589																					
13	7.00	0.030939		17	5.5	0.0098589																					
13	7.50	0.03138165		17	5	0.01049155																					
13	5.00	0.0291684		17	3.5	0.0073283																					
13	5.50	0.02961105		17	5	0.00796095																					
13	5.50	0.02961105		17	5.5	0.00796095																					
13	5.50	0.02961105		17	2	0.00796095																					
13	9.50	0.03315225		17	3	0.01302215																					
13	8.00	0.0318243		17	6	0.0111242																					
13	15.00	0.0380214		17	5	0.0199813																					
13	6.00	0.0300537		17	6	0.0085936																					
13	11.00	0.0344802		17	3	0.0149201																					
13	6.00	0.0300537		17	6	0.0085936																					
13	9.00	0.0327096		17	5	0.0123895																					
13	12.00	0.0353655		17	3	0.0161854																					
13	5.00	0.0291684		17	3.5	0.0073283																					
13	15.00	0.0380214		17	3	0.0199813																					
13	7.00	0.030939		17	2.5	0.0098589																					
13	24.00	0.0459891		17	6	0.031369																					
13	7.00	0.030939		17	3	0.0098589																					
13	8.00	0.0318243		17	4	0.0111242																					
13	8.00	0.0318243		17	3	0.0111242																					
13	9.50	0.03315225		17	6	0.01302215																					
13	7.00	0.030939		17	6	0.0098589																					
13	11.00	0.0344802		17	7	0.0149201																					
13	10.50	0.03403755		17	7.5	0.01428745																					
13	14.00	0.0371361		17	5	0.018716																					
13	7.50	0.03138165		17	6	0.01049155																					
13	6.00	0.0300537		17	4.5	0.0085936																					
13	15.00	0.0380214		17	6	0.0199813																					
13	4.00	0.0282831		17	4.5	0.006063																					
13	15.00	0.0380214		17	3.5	0.0199813																					
13	12.00	0.0353655		17	3.5	0.0161854																					
13	4.00	0.0282831		17	3	0.006063																					
13	7.00	0.030939		17	2	0.0098589																					
13	5.00	0.0291684		17	2	0.0073283																					
13	5.50	0.02961105		17	2	0.00796095																					
13	14.00	0.0371361		17	3.5	0.018716																					
13	5.50	0.02961105		17	3	0.00796095																					
13	8.50	0.03226695		17	3	0.01175685																					
13	16.00	0.0389067		17	3.5	0.0212466																					
13	15.00	0.0380214		17	2	0.0199813																					
13	9.00	0.0327096		17	2	0.0123895																					
13	9.00	0.0327096		17	3	0.0123895																					
13	12.00	0.0353655		17	5.5	0.0161854																					
13	6.00	0.0300537		17	3	0.0085936																					
13	15.00	0.0380214		17	5	0.0199813																					
13	7.50	0.03138165		17	3	0.01049155																					
13	4.50	0.02872575		17	2	0.00669565																					
13	15.00	0.0380214		17	1.5	0.0199813																					
13	8.00	0.0318243		17	2	0.0111242																					
13	11.00	0.0344802		17	2.5	0.0149201																					
13	12.00	0.0353655		17	2	0.0161854																					
13	4.00	0.0282831		17	3	0.006063																					
13	8.50	0.03226695		17	2.5	0.01175685																					
13	14.00	0.0371361		17	3	0.018716																					
13	15.00	0.0380214		17	3	0.0199813																					
13	18.00	0.0406773		17	2	0.0237772																					
13	7.50	0.03138165		17	4	0.01049155																					
13	22.00	0.0442185		17	3	0.0288384																					
13	7.50	0.03138165		17	5.5	0.01049155																					
13	18.00	0.0406773		17	2	0.0237772																					
13	9.50	0.03315225		17	2	0.01302215																					
13	6.00	0.0300537		17	2	0.0085936																					
13	8.00	0.0318243		17	2.5	0.0111242																					
13	9.00	0.0327096		18	1.5	0.0123895																					
13	16.00	0.0389067		18	3	0.0212466																					
13	11.00	0.0344802		18	5	0.0149201																					
13	11.00	0.0344802		18	4	0.0149201																					
13	16.00	0.0389067		18	5	0.0212466																					
13	8.00	0.0318243		18	5	0.0111242																					
13	6.00	0.0300537		18	6	0.0085936																					
13	7.50	0.03138165		18	4	0.01049155																					
13	6.00	0.0300537		18	6	0.0085936																					
13	5.00	0.0291684		18	4	0.0073283																					
13	4.50	0.02872575		18	5	0.00669565																					
13	6.00	0.0300537		18	4	0.0085936																					
13	7.50	0.03138165		18	5	0.01049155																					
13	15.00	0.0380214		18	4	0.0199813																					
13	7.50	0.03138165		18	5	0.01049155																					
13	7.00	0.030939		18	6	0.0098589																					
13	8.50	0.03226695		18	6	0.01175685																					
13	10.00	0.0335949		18	5	0.0136548																					
13	16.00	0.0389067		18	3	0.0212466																					
13	9.00	0.0327096		18	3	0.0123895																					
13	10.00	0.0335949		18	4	0.0136548																					
13	8.50	0.03226695		18	5	0.01175685																					
13	8.50	0.03226695		18	4	0.01175685																					
13	14.00	0.0371361		18	6	0.018716																					
13	10.00	0.0335949		18	4	0.0136548																					
13	7.00	0.030939		18	6	0.0098589																					
13	7.00	0.030939		18	5	0.0098589																					
13	13.00	0.0362508		18	5	0.0174507																					
13	14.00	0.0371361		18	5	0.018716																					
13	10.00	0.0335949		18	6	0.0136548																					
13	3.00	0.0273978		18	6	0.0047977																					
13	14.00	0.0371361		18	5	0.018716																					
13	5.50	0.02961105		18	5	0.00796095																					
13	8.00	0.0318243		18	4	0.0111242																					
13	8.00	0.0318243		18	3	0.0111242																					
13	8.00	0.0318243		18	4	0.0111242																					
13	8.00	0.0318243		18	4	0.0111242																					
13	18.00	0.0406773		18	5	0.0237772																					
13	7.00	0.030939		18	6	0.0098589																					
13	7.50	0.03138165		18	6	0.01049155																					
13	9.00	0.0327096		18	5	0.0123895																					
13	6.00	0.0300537		18	4	0.0085936																					
13	7.50	0.03138165		18	3	0.01049155																					
13	11.00	0.0344802		18	5	0.0149201																					
13	11.00	0.0344802		18	6	0.0149201																					
13	14.00	0.0371361		18	6	0.018716																					
13	12.00	0.0353655		18	5	0.0161854																					
13	4.50	0.02872575		18	3	0.00669565																					
13	6.50	0.03049635		18	4	0.00922625																					
13	8.00	0.0318243		18	5	0.0111242																					
13	7.00	0.030939		18	5	0.0098589																					
13	17.00	0.039792		18	6	0.0225119																					
13	13.00	0.0362508		18	5	0.0174507																					
13	5.00	0.0291684		18	3	0.0073283																					
13	5.00	0.0291684		18	4	0.0073283																					
13	10.50	0.03403755		18	4	0.01428745																					
13	10.50	0.03403755		18	5	0.01428745																					
13	11.00	0.0344802		18	4	0.0149201																					
13	8.00	0.0318243		18	4	0.0111242																					
13	15.00	0.0380214		18	5	0.0199813																					
13	11.00	0.0344802		18	5	0.0149201																					
13	7.50	0.03138165		18	6	0.01049155																					
13	9.00	0.0327096		18	4	0.0123895																					
13	14.50	0.03757875		18	3	0.01934865																					
13	3.50	0.02784045		18	3	0.00543035																					
13	8.50	0.03226695		18	6	0.01175685																					
13	14.50	0.03757875		18	5	0.01934865																					
13	17.00	0.039792		18	4	0.0225119																					
13	8.00	0.0318243		18	3	0.0111242																					
13	5.00	0.0291684		18	4	0.0073283																					
13	10.00	0.0335949		18	5	0.0136548																					
13	9.00	0.0327096		18	5	0.0123895																					
13	12.00	0.0353655		18	5	0.0161854																					
13	6.00	0.0300537		18	5	0.0085936																					
13	15.00	0.0380214		18	9	0.0199813																					
13	7.00	0.030939		18	6	0.0098589																					
13	11.00	0.0344802		18	3	0.0149201																					
13	11.00	0.0344802		18	4	0.0149201																					
13	17.00	0.039792		18	4	0.0225119																					
13	19.00	0.0415626		18	5	0.0250425																					
13	7.00	0.030939		18	5	0.0098589																					
13	15.00	0.0380214		18	5	0.0199813																					
13	9.00	0.0327096		18	5	0.0123895																					
13	10.00	0.0335949		18	5	0.0136548																					
13	10.00	0.0335949		18	4	0.0136548																					
13	14.00	0.0371361		18	3	0.018716																					
13	10.00	0.0335949		18	6	0.0136548																					
13	17.00	0.039792		18	5	0.0225119																					
13	10.00	0.0335949		18	6	0.0136548																					
13	8.00	0.0318243		18	5	0.0111242																					
13	9.00	0.0327096		18	5	0.0123895																					
13	15.00	0.0380214		18	5	0.0199813																					
13	10.00	0.0335949		19	4	0.0136548																					
13	9.00	0.0327096		19	4	0.0123895																					
13	10.00	0.0335949		19	5	0.0136548																					
13	7.00	0.030939		19	4	0.0098589																					
13	13.00	0.0362508		19	5	0.0174507																					
13	20.00	0.0424479		19	5	0.0263078																					
13	13.00	0.0362508		19	2	0.0174507																					
13	13.00	0.0362508		19	2	0.0174507																					
13	5.00	0.0291684		19	3	0.0073283																					
13	10.00	0.0335949		19	4	0.0136548																					
13	14.00	0.0371361		19	6	0.018716																					
13	8.00	0.0318243		19	4	0.0111242																					
13	8.00	0.0318243		19	3	0.0111242																					
13	24.00	0.0459891		19	6	0.031369																					
13	8.50	0.03226695		19	2	0.01175685																					
13	10.50	0.03403755		19	4	0.01428745																					
13	10.00	0.0335949		19	3	0.0136548																					
13	15.00	0.0380214		19	4	0.0199813																					
13	9.00	0.0327096		19	4	0.0123895																					
13	8.00	0.0318243		19	4	0.0111242																					
13	7.00	0.030939		19	3	0.0098589																					
13	11.00	0.0344802		19	5	0.0149201																					
13	15.00	0.0380214		19	3	0.0199813																					
13	14.50	0.03757875		19	2	0.01934865																					
13	9.00	0.0327096		19	2	0.0123895																					
13	11.00	0.0344802		19	2	0.0149201																					
13	12.00	0.0353655		19	2	0.0161854																					
13	10.00	0.0335949		19	2	0.0136548																					
13	6.00	0.0300537		19	3	0.0085936																					
13	6.00	0.0300537		19	3	0.0085936																					
13	8.50	0.03226695		19	3	0.01175685																					
13	8.50	0.03226695		19	3	0.01175685																					
13	10.00	0.0335949		19	5	0.0136548																					
13	7.00	0.030939		19	5	0.0098589																					
13	6.00	0.0300537		19	6	0.0085936																					
13	10.00	0.0335949		19	6	0.0136548																					
13	9.00	0.0327096		19	4	0.0123895																					
13	12.00	0.0353655		19	4	0.0161854																					
13	8.00	0.0318243		19	4	0.0111242																					
13	13.00	0.0362508		19	3	0.0174507																					
13	9.00	0.0327096		19	4	0.0123895																					
13	5.00	0.0291684																									
13	8.00	0.0318243																									
13	15.00	0.0380214																									
13	8.00	0.0318243																									
13	8.00	0.0318243																									
13	5.50	0.02961105																									
13	7.50	0.03138165																									
13	3.00	0.0273978																									
13	7.00	0.030939																									
13	9.00	0.0327096																									
13	13.00	0.0362508																									
13	10.00	0.0335949																									
13	7.50	0.03138165																									
13	15.00	0.0380214																									
13	11.00	0.0344802																									
13	12.00	0.0353655																									
13	9.00	0.0327096																									
13	9.00	0.0327096																									
13	12.00	0.0353655																									
13	3.50	0.02784045																									
13	9.00	0.0327096																									
13	11.50	0.03492285																									
13	5.00	0.0291684																									
13	9.00	0.0327096																									
13	6.00	0.0300537																									
13	7.00	0.030939																									
13	9.00	0.0327096																									
13	11.00	0.0344802																									
13	8.50	0.03226695																									
13	5.00	0.0291684																									
13	10.00	0.0335949																									
13	9.00	0.0327096																									
13	7.50	0.03138165																									
13	7.00	0.030939																									
13	6.50	0.03049635																									
13	8.00	0.0318243																									
13	10.00	0.0335949																									
13	9.50	0.03315225																									
13	9.00	0.0327096																									
13	9.00	0.0327096																									
13	7.50	0.03138165																									
13	7.50	0.03138165																									
13	6.00	0.0300537																									
13	7.00	0.030939																									
13	15.00	0.0380214																									
13	13.00	0.0362508																									
13	8.00	0.0318243																									
13	13.00	0.0362508																									
13	10.00	0.0335949																									
13	11.00	0.0344802																									
13	6.00	0.0300537																									
13	13.50	0.03669345																									
13	10.00	0.0335949																									
13	8.00	0.0318243																									
13	6.50	0.03049635																									
13	12.00	0.0353655																									
13	9.00	0.0327096																									
13	9.00	0.0327096																									
13	10.50	0.03403755																									
13	11.00	0.0344802																									
13	8.00	0.0318243																									
13	6.00	0.0300537																									
13	8.00	0.0318243																									
13	10.00	0.0335949																									
13	9.00	0.0327096																									
13	6.00	0.0300537																									
13	6.00	0.0300537																									
13	6.00	0.0300537																									
13	14.00	0.0371361																									
13	13.00	0.0362508																									
13	7.00	0.030939																									
13	7.50	0.03138165																									
13	15.00	0.0380214																									
13	10.00	0.0335949																									
13	14.50	0.03757875																									
13	6.50	0.03049635																									
13	5.00	0.0291684																									
13	5.00	0.0291684																									
13	13.00	0.0362508																									
13	4.00	0.0282831																									
13	13.00	0.0362508																									
13	10.00	0.0335949																									
13	14.00	0.0371361																									
14	6.00	0.0300537																									
14	8.00	0.0318243																									
14	6.00	0.0300537																									
14	7.00	0.030939																									
14	7.00	0.030939																									
14	8.00	0.0318243																									
14	8.00	0.0318243																									
14	7.50	0.03138165																									
14	10.00	0.0335949																									
14	8.00	0.0318243																									
14	17.00	0.039792																									
14	8.00	0.0318243																									
14	12.00	0.0353655																									
14	10.00	0.0335949																									
14	5.50	0.02961105																									
14	12.00	0.0353655																									
14	5.00	0.0291684																									
14	4.50	0.02872575																									
14	7.50	0.03138165																									
14	5.50	0.02961105																									
14	9.50	0.03315225																									
14	10.50	0.03403755																									
14	9.00	0.0327096																									
14	7.00	0.030939																									
14	6.50	0.03049635																									
14	11.50	0.03492285																									
14	26.00	0.0477597																									
14	5.00	0.0291684																									
14	8.50	0.03226695																									
14	9.00	0.0327096																									
14	6.50	0.03049635																									
14	7.00	0.030939																									
14	8.50	0.03226695																									
14	8.00	0.0318243																									
14	5.00	0.0291684																									
14	7.50	0.03138165																									
14	10.00	0.0335949																									
14	12.00	0.0353655																									
14	7.00	0.030939																									
14	9.00	0.0327096																									
14	6.50	0.03049635																									
14	8.00	0.0318243																									
14	7.50	0.03138165																									
14	6.50	0.03049635																									
14	8.00	0.0318243																									
14	6.50	0.03049635																									
14	9.00	0.0327096																									
14	7.00	0.030939																									
14	8.00	0.0318243																									
14	13.00	0.0362508																									
14	6.50	0.03049635																									
14	5.50	0.02961105																									
14	6.00	0.0300537																									
14	4.00	0.0282831																									
14	10.00	0.0335949																									
14	6.00	0.0300537																									
14	10.00	0.0335949																									
14	5.00	0.0291684																									
14	8.50	0.03226695																									
14	6.00	0.0300537																									
14	8.50	0.03226695																									
14	7.00	0.030939																									
14	7.50	0.03138165																									
14	10.00	0.0335949																									
14	9.00	0.0327096																									
14	7.00	0.030939																									
14	6.00	0.0300537																									
14	14.00	0.0371361																									
14	7.50	0.03138165																									
14	10.00	0.0335949																									
14	4.00	0.0282831																									
14	7.50	0.03138165																									
14	7.50	0.03138165																									
14	7.00	0.030939																									
14	7.00	0.030939																									
14	7.00	0.030939																									
14	9.00	0.0327096																									
14	7.00	0.030939																									
14	6.00	0.0300537																									
14	6.00	0.0300537																									
14	7.00	0.030939																									
14	14.00	0.0371361																									
14	5.50	0.02961105																									
14	6.00	0.0300537																									
14	6.50	0.03049635																									
14	12.00	0.0353655																									
14	9.50	0.03315225																									
14	13.50	0.03669345																									
14	8.00	0.0318243																									
14	6.50	0.03049635																									
14	4.00	0.0282831																									
14	5.00	0.0291684																									
14	7.50	0.03138165																									
14	9.00	0.0327096																									
14	5.00	0.0291684																									
14	6.00	0.0300537																									
14	7.00	0.030939																									
14	11.00	0.0344802																									
14	5.00	0.0291684																									
14	6.00	0.0300537																									
14	6.50	0.03049635																									
14	7.00	0.030939																									
14	6.00	0.0300537																									
14	5.50	0.02961105																									
14	4.00	0.0282831																									
14	6.00	0.0300537																									
14	6.50	0.03049635																									
14	5.00	0.0291684																									
14	6.50	0.03049635																									
14	5.50	0.02961105																									
14	4.00	0.0282831																									
14	6.00	0.0300537																									
14	4.00	0.0282831																									
14	6.50	0.03049635																									
14	6.00	0.0300537																									
14	6.50	0.03049635																									
14	9.00	0.0327096																									
14	6.00	0.0300537																									
14	5.50	0.02961105																									
14	4.00	0.0282831																									
14	5.50	0.02961105																									
14	5.50	0.02961105																									
14	6.00	0.0300537																									
14	5.00	0.0291684																									
14	5.00	0.0291684																									
14	5.50	0.02961105																									
14	4.00	0.0282831																									
14	6.00	0.0300537																									
15	6.00	0.0300537																									
17	5.50	0.02961105																									
17	5.00	0.0291684																									
17	7.50	0.03138165																									
17	21.50	0.04377585																									
17	10.50	0.03403755																									
17	9.50	0.03315225																									
17	7.50	0.03138165																									
17	16.00	0.0389067																									
17	12.00	0.0353655																									
17	5.00	0.0291684																									
17	7.00	0.030939																									
17	3.00	0.0273978																									
17	12.00	0.0353655																									
17	12.00	0.0353655																									
17	9.00	0.0327096																									
17	7.00	0.030939																									
17	6.00	0.0300537																									
17	13.50	0.03669345																									
17	6.50	0.03049635																									
17	6.00	0.0300537																									
17	6.00	0.0300537																									
17	5.50	0.02961105																									
17	6.00	0.0300537																									
17	7.00	0.030939																									
17	13.50	0.03669345																									
17	9.00	0.0327096																									
17	10.00	0.0335949																									
17	10.00	0.0335949																									
17	5.50	0.02961105																									
17	7.00	0.030939																									
17	9.50	0.03315225																									
17	14.00	0.0371361																									
17	6.50	0.03049635																									
17	13.50	0.03669345																									
17	7.00	0.030939																									
17	11.00	0.0344802																									
17	14.00	0.0371361																									
17	10.00	0.0335949																									
17	5.50	0.02961105																									
17	6.50	0.03049635																									
17	11.00	0.0344802																									
17	13.50	0.03669345																									
17	6.50	0.03049635																									
17	12.00	0.0353655																									
17	8.00	0.0318243																									
17	8.50	0.03226695																									
17	6.00	0.0300537																									
17	10.00	0.0335949																									
17	5.00	0.0291684																									
17	8.00	0.0318243																									
17	9.50	0.03315225																									
17	17.00	0.039792																									
17	12.50	0.03580815																									
17	8.00	0.0318243																									
17	8.00	0.0318243																									
18	6.50	0.03049635																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	11.00	0.0344802																									
18	8.00	0.0318243																									
18	10.00	0.0335949																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	11.00	0.0344802																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	7.00	0.030939																									
18	12.00	0.0353655																									
18	8.00	0.0318243																									
18	11.00	0.0344802																									
18	8.00	0.0318243																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	9.00	0.0327096																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	9.00	0.0327096																									
18	13.00	0.0362508																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	8.00	0.0318243																									
18	11.00	0.0344802																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	7.00	0.030939																									
18	9.00	0.0327096																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	4.00	0.0282831																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	13.00	0.0362508																									
18	13.00	0.0362508																									
18	5.00	0.0291684																									
18	9.00	0.0327096																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	7.00	0.030939																									
18	3.00	0.0273978																									
18	9.00	0.0327096																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	4.00	0.0282831																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	10.00	0.0335949																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	10.00	0.0335949																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	3.00	0.0273978																									
18	3.00	0.0273978																									
18	10.00	0.0335949																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	9.00	0.0327096																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	5.00	0.0291684																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	3.00	0.0273978																									
18	3.00	0.0273978																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
